current,phase,voltage,timestamp
0.04801,89.98784,226.20012,2023-08-11 11:45:34
0.11382,89.97278,239.59219,2023-08-11 11:45:34
0.09242,89.97659,226.20084,2023-08-11 11:45:34
0.0462,89.98829,226.05869,2023-08-11 11:45:34
0.08807,89.9777,226.26147,2023-08-11 11:45:34
0.04801,89.98784,226.20012,2023-08-11 11:45:34
0.11382,89.97278,239.59219,2023-08-11 11:45:34
0.09242,89.97659,226.20084,2023-08-11 11:45:34
0.0462,89.98829,226.05869,2023-08-11 11:45:34
0.08807,89.9777,237.35371,2023-08-11 11:45:34
0.04801,89.98784,226.20012,2023-08-11 11:45:34
0.11382,89.97278,239.59219,2023-08-11 11:45:34
0.09242,89.97659,226.20084,2023-08-11 11:45:34
0.0462,89.98829,226.05869,2023-08-11 11:45:34
0.09685,89.9777,237.35371,2023-08-11 11:45:34
0.04801,89.98784,226.20012,2023-08-11 11:45:34
0.11382,89.97278,239.59219,2023-08-11 11:45:34
0.09242,89.97659,226.20084,2023-08-11 11:45:34
0.0462,89.98829,226.05869,2023-08-11 11:45:34
0.09685,89.97662,237.35371,2023-08-11 11:45:34
0.04801,89.98784,226.20012,2023-08-11 11:45:34
0.11382,89.97278,239.59219,2023-08-11 11:45:34
0.09242,89.97659,226.20084,2023-08-11 11:45:34
0.0462,89.98829,226.05869,2023-08-11 11:45:34
0.09685,89.97662,237.35371,2023-08-11 11:45:34
0.04801,89.98784,264.09714,2023-08-11 11:45:34
0.11382,89.97278,239.59219,2023-08-11 11:45:34
0.09242,89.97659,226.20084,2023-08-11 11:45:34
0.0462,89.98829,226.05869,2023-08-11 11:45:34
0.09685,89.97662,237.35371,2023-08-11 11:45:34
0.05008,89.98784,264.09714,2023-08-11 11:45:34
0.11382,89.97278,239.59219,2023-08-11 11:45:34
0.09242,89.97659,226.20084,2023-08-11 11:45:34
0.0462,89.98829,226.05869,2023-08-11 11:45:34
0.09685,89.97662,237.35371,2023-08-11 11:45:34
0.05008,89.98914,264.09714,2023-08-11 11:45:34
0.11382,89.97278,239.59219,2023-08-11 11:45:34
0.09242,89.97659,226.20084,2023-08-11 11:45:35
0.0462,89.98829,226.05869,2023-08-11 11:45:35
0.09685,89.97662,237.35371,2023-08-11 11:45:35
0.05008,89.98914,264.09714,2023-08-11 11:45:35
0.11382,89.97278,232.13933,2023-08-11 11:45:35
0.09242,89.97659,226.20084,2023-08-11 11:45:35
0.0462,89.98829,226.05869,2023-08-11 11:45:35
0.09685,89.97662,237.35371,2023-08-11 11:45:35
0.05008,89.98914,264.09714,2023-08-11 11:45:35
0.13274,89.97278,232.13933,2023-08-11 11:45:35
0.09242,89.97659,226.20084,2023-08-11 11:45:35
0.0462,89.98829,226.05869,2023-08-11 11:45:35
0.09685,89.97662,237.35371,2023-08-11 11:45:35
0.05008,89.98914,264.09714,2023-08-11 11:45:35
0.13274,89.96724,232.13933,2023-08-11 11:45:35
0.09242,89.97659,226.40172,2023-08-11 11:45:46
0.0462,89.98829,226.05869,2023-08-11 11:45:46
0.09685,89.97662,237.35371,2023-08-11 11:45:46
0.05008,89.98914,264.09714,2023-08-11 11:45:46
0.13274,89.96724,232.13933,2023-08-11 11:45:46
0.04636,89.97659,226.40172,2023-08-11 11:45:46
0.0462,89.98829,226.05869,2023-08-11 11:45:46
0.09685,89.97662,237.35371,2023-08-11 11:45:46
0.05008,89.98914,264.09714,2023-08-11 11:45:46
0.13274,89.96724,232.13933,2023-08-11 11:45:46
0.04636,89.98827,226.40172,2023-08-11 11:45:46
0.0462,89.98829,226.05869,2023-08-11 11:45:46
0.09685,89.97662,237.35371,2023-08-11 11:45:46
0.05008,89.98914,264.09714,2023-08-11 11:45:46
0.13274,89.96724,232.13933,2023-08-11 11:45:46
0.04636,89.98827,226.40172,2023-08-11 11:45:46
0.0462,89.98829,230.67159,2023-08-11 11:45:46
0.09685,89.97662,237.35371,2023-08-11 11:45:46
0.05008,89.98914,264.09714,2023-08-11 11:45:46
0.13274,89.96724,232.13933,2023-08-11 11:45:46
0.04636,89.98827,226.40172,2023-08-11 11:45:47
0.05631,89.98829,230.67159,2023-08-11 11:45:47
0.09685,89.97662,237.35371,2023-08-11 11:45:47
0.05008,89.98914,264.09714,2023-08-11 11:45:47
0.13274,89.96724,232.13933,2023-08-11 11:45:47
0.04636,89.98827,226.40172,2023-08-11 11:45:47
0.05631,89.98602,230.67159,2023-08-11 11:45:47
0.09685,89.97662,237.35371,2023-08-11 11:45:47
0.05008,89.98914,264.09714,2023-08-11 11:45:47
0.13274,89.96724,232.13933,2023-08-11 11:45:47
0.04636,89.98827,226.40172,2023-08-11 11:45:47
0.05631,89.98602,230.67159,2023-08-11 11:45:47
0.09685,89.97662,228.1127,2023-08-11 11:45:47
0.05008,89.98914,264.09714,2023-08-11 11:45:47
0.13274,89.96724,232.13933,2023-08-11 11:45:47
0.04636,89.98827,226.40172,2023-08-11 11:45:47
0.05631,89.98602,230.67159,2023-08-11 11:45:47
0.04311,89.97662,228.1127,2023-08-11 11:45:47
0.05008,89.98914,264.09714,2023-08-11 11:45:47
0.13274,89.96724,232.13933,2023-08-11 11:45:47
0.04636,89.98827,226.40172,2023-08-11 11:45:47
0.05631,89.98602,230.67159,2023-08-11 11:45:47
0.04311,89.98917,228.1127,2023-08-11 11:45:47
0.05008,89.98914,264.09714,2023-08-11 11:45:47
0.13274,89.96724,232.13933,2023-08-11 11:45:47
0.04636,89.98827,226.40172,2023-08-11 11:45:47
0.05631,89.98602,230.67159,2023-08-11 11:45:47
0.04311,89.98917,228.1127,2023-08-11 11:45:47
0.05008,89.98914,241.58189,2023-08-11 11:45:47
0.13274,89.96724,232.13933,2023-08-11 11:45:47
0.04636,89.98827,226.40172,2023-08-11 11:45:47
0.05631,89.98602,230.67159,2023-08-11 11:45:47
0.04311,89.98917,228.1127,2023-08-11 11:45:47
0.13121,89.98914,241.58189,2023-08-11 11:45:47
0.13274,89.96724,232.13933,2023-08-11 11:45:47
0.04636,89.98827,226.40172,2023-08-11 11:45:47
0.05631,89.98602,230.67159,2023-08-11 11:45:47
0.04311,89.98917,228.1127,2023-08-11 11:45:47
0.13121,89.96888,241.58189,2023-08-11 11:45:47
0.13274,89.96724,232.13933,2023-08-11 11:45:47
0.04636,89.98827,226.40172,2023-08-11 11:45:48
0.05631,89.98602,230.67159,2023-08-11 11:45:48
0.04311,89.98917,228.1127,2023-08-11 11:45:48
0.13121,89.96888,241.58189,2023-08-11 11:45:48
0.13274,89.96724,250.90208,2023-08-11 11:45:48
0.04636,89.98827,226.40172,2023-08-11 11:45:48
0.05631,89.98602,230.67159,2023-08-11 11:45:48
0.04311,89.98917,228.1127,2023-08-11 11:45:48
0.13121,89.96888,241.58189,2023-08-11 11:45:48
0.14087,89.96724,250.90208,2023-08-11 11:45:48
0.04636,89.98827,226.40172,2023-08-11 11:45:48
0.05631,89.98602,230.67159,2023-08-11 11:45:48
0.04311,89.98917,228.1127,2023-08-11 11:45:48
0.13121,89.96888,241.58189,2023-08-11 11:45:48
0.14087,89.96783,250.90208,2023-08-11 11:45:48
0.04636,89.98827,225.9229,2023-08-11 11:45:59
0.05631,89.98602,230.67159,2023-08-11 11:45:59
0.04311,89.98917,228.1127,2023-08-11 11:45:59
0.13121,89.96888,241.58189,2023-08-11 11:45:59
0.14087,89.96783,250.90208,2023-08-11 11:45:59
0.07364,89.98827,225.9229,2023-08-11 11:45:59
0.05631,89.98602,230.67159,2023-08-11 11:45:59
0.04311,89.98917,228.1127,2023-08-11 11:45:59
0.13121,89.96888,241.58189,2023-08-11 11:45:59
0.14087,89.96783,250.90208,2023-08-11 11:45:59
0.07364,89.98132,225.9229,2023-08-11 11:45:59
0.05631,89.98602,230.67159,2023-08-11 11:45:59
0.04311,89.98917,228.1127,2023-08-11 11:45:59
0.13121,89.96888,241.58189,2023-08-11 11:45:59
0.14087,89.96783,250.90208,2023-08-11 11:45:59
0.07364,89.98132,225.9229,2023-08-11 11:45:59
0.05631,89.98602,227.37167,2023-08-11 11:45:59
0.04311,89.98917,228.1127,2023-08-11 11:45:59
0.13121,89.96888,241.58189,2023-08-11 11:45:59
0.14087,89.96783,250.90208,2023-08-11 11:45:59
0.07364,89.98132,225.9229,2023-08-11 11:45:59
0.1205,89.98602,227.37167,2023-08-11 11:45:59
0.04311,89.98917,228.1127,2023-08-11 11:45:59
0.13121,89.96888,241.58189,2023-08-11 11:45:59
0.14087,89.96783,250.90208,2023-08-11 11:45:59
0.07364,89.98132,225.9229,2023-08-11 11:46:00
0.1205,89.96964,227.37167,2023-08-11 11:46:00
0.04311,89.98917,228.1127,2023-08-11 11:46:00
0.13121,89.96888,241.58189,2023-08-11 11:46:00
0.14087,89.96783,250.90208,2023-08-11 11:46:00
0.07364,89.98132,225.9229,2023-08-11 11:46:00
0.1205,89.96964,227.37167,2023-08-11 11:46:00
0.04311,89.98917,255.24361,2023-08-11 11:46:00
0.13121,89.96888,241.58189,2023-08-11 11:46:00
0.14087,89.96783,250.90208,2023-08-11 11:46:00
0.07364,89.98132,225.9229,2023-08-11 11:46:00
0.1205,89.96964,227.37167,2023-08-11 11:46:00
0.03854,89.98917,255.24361,2023-08-11 11:46:00
0.13121,89.96888,241.58189,2023-08-11 11:46:00
0.14087,89.96783,250.90208,2023-08-11 11:46:00
0.07364,89.98132,225.9229,2023-08-11 11:46:00
0.1205,89.96964,227.37167,2023-08-11 11:46:00
0.03854,89.99135,255.24361,2023-08-11 11:46:00
0.13121,89.96888,241.58189,2023-08-11 11:46:00
0.14087,89.96783,250.90208,2023-08-11 11:46:00
0.07364,89.98132,225.9229,2023-08-11 11:46:00
0.1205,89.96964,227.37167,2023-08-11 11:46:00
0.03854,89.99135,255.24361,2023-08-11 11:46:00
0.13121,89.96888,224.82217,2023-08-11 11:46:00
0.14087,89.96783,250.90208,2023-08-11 11:46:00
0.07364,89.98132,225.9229,2023-08-11 11:46:00
0.1205,89.96964,227.37167,2023-08-11 11:46:00
0.03854,89.99135,255.24361,2023-08-11 11:46:00
0.05192,89.96888,224.82217,2023-08-11 11:46:00
0.14087,89.96783,250.90208,2023-08-11 11:46:00
0.07364,89.98132,225.9229,2023-08-11 11:46:00
0.1205,89.96964,227.37167,2023-08-11 11:46:00
0.03854,89.99135,255.24361,2023-08-11 11:46:00
0.05192,89.98677,224.82217,2023-08-11 11:46:00
0.14087,89.96783,250.90208,2023-08-11 11:46:00
0.07364,89.98132,225.9229,2023-08-11 11:46:00
0.1205,89.96964,227.37167,2023-08-11 11:46:00
0.03854,89.99135,255.24361,2023-08-11 11:46:00
0.05192,89.98677,224.82217,2023-08-11 11:46:00
0.14087,89.96783,225.91679,2023-08-11 11:46:00
0.07364,89.98132,225.9229,2023-08-11 11:46:01
0.1205,89.96964,227.37167,2023-08-11 11:46:01
0.03854,89.99135,255.24361,2023-08-11 11:46:01
0.05192,89.98677,224.82217,2023-08-11 11:46:01
0.14368,89.96783,225.91679,2023-08-11 11:46:01
0.07364,89.98132,225.9229,2023-08-11 11:46:01
0.1205,89.96964,227.37167,2023-08-11 11:46:01
0.03854,89.99135,255.24361,2023-08-11 11:46:01
0.05192,89.98677,224.82217,2023-08-11 11:46:01
0.14368,89.96356,225.91679,2023-08-11 11:46:01
0.07364,89.98132,230.4156,2023-08-11 11:46:12
0.1205,89.96964,227.37167,2023-08-11 11:46:12
0.03854,89.99135,255.24361,2023-08-11 11:46:12
0.05192,89.98677,224.82217,2023-08-11 11:46:12
0.14368,89.96356,225.91679,2023-08-11 11:46:12
0.11827,89.98132,230.4156,2023-08-11 11:46:12
0.1205,89.96964,227.37167,2023-08-11 11:46:12
0.03854,89.99135,255.24361,2023-08-11 11:46:12
0.05192,89.98677,224.82217,2023-08-11 11:46:12
0.14368,89.96356,225.91679,2023-08-11 11:46:12
0.11827,89.97059,230.4156,2023-08-11 11:46:12
0.1205,89.96964,227.37167,2023-08-11 11:46:12
0.03854,89.99135,255.24361,2023-08-11 11:46:12
0.05192,89.98677,224.82217,2023-08-11 11:46:12
0.14368,89.96356,225.91679,2023-08-11 11:46:12
0.11827,89.97059,230.4156,2023-08-11 11:46:12
0.1205,89.96964,256.28876,2023-08-11 11:46:12
0.03854,89.99135,255.24361,2023-08-11 11:46:12
0.05192,89.98677,224.82217,2023-08-11 11:46:12
0.14368,89.96356,225.91679,2023-08-11 11:46:12
0.11827,89.97059,230.4156,2023-08-11 11:46:12
0.07559,89.96964,256.28876,2023-08-11 11:46:12
0.03854,89.99135,255.24361,2023-08-11 11:46:12
0.05192,89.98677,224.82217,2023-08-11 11:46:12
0.14368,89.96356,225.91679,2023-08-11 11:46:12
0.11827,89.97059,230.4156,2023-08-11 11:46:12
0.07559,89.9831,256.28876,2023-08-11 11:46:12
0.03854,89.99135,255.24361,2023-08-11 11:46:12
0.05192,89.98677,224.82217,2023-08-11 11:46:12
0.14368,89.96356,225.91679,2023-08-11 11:46:12
0.11827,89.97059,230.4156,2023-08-11 11:46:12
0.07559,89.9831,256.28876,2023-08-11 11:46:12
0.03854,89.99135,247.8867,2023-08-11 11:46:12
0.05192,89.98677,224.82217,2023-08-11 11:46:12
0.14368,89.96356,225.91679,2023-08-11 11:46:12
0.11827,89.97059,230.4156,2023-08-11 11:46:13
0.07559,89.9831,256.28876,2023-08-11 11:46:13
0.0584,89.99135,247.8867,2023-08-11 11:46:13
0.05192,89.98677,224.82217,2023-08-11 11:46:13
0.14368,89.96356,225.91679,2023-08-11 11:46:13
0.11827,89.97059,230.4156,2023-08-11 11:46:14
0.07559,89.9831,256.28876,2023-08-11 11:46:14
0.0584,89.9865,247.8867,2023-08-11 11:46:14
0.05192,89.98677,224.82217,2023-08-11 11:46:14
0.14368,89.96356,225.91679,2023-08-11 11:46:14
0.11827,89.97059,230.4156,2023-08-11 11:46:14
0.07559,89.9831,256.28876,2023-08-11 11:46:14
0.0584,89.9865,247.8867,2023-08-11 11:46:14
0.05192,89.98677,230.87807,2023-08-11 11:46:14
0.14368,89.96356,225.91679,2023-08-11 11:46:14
0.11827,89.97059,230.4156,2023-08-11 11:46:15
0.07559,89.9831,256.28876,2023-08-11 11:46:15
0.0584,89.9865,247.8867,2023-08-11 11:46:15
0.07375,89.98677,230.87807,2023-08-11 11:46:15
0.14368,89.96356,225.91679,2023-08-11 11:46:15
0.11827,89.97059,230.4156,2023-08-11 11:46:15
0.07559,89.9831,256.28876,2023-08-11 11:46:15
0.0584,89.9865,247.8867,2023-08-11 11:46:15
0.07375,89.9817,230.87807,2023-08-11 11:46:15
0.14368,89.96356,225.91679,2023-08-11 11:46:15
0.11827,89.97059,230.4156,2023-08-11 11:46:15
0.07559,89.9831,256.28876,2023-08-11 11:46:15
0.0584,89.9865,247.8867,2023-08-11 11:46:15
0.07375,89.9817,230.87807,2023-08-11 11:46:15
0.14368,89.96356,224.20172,2023-08-11 11:46:15
0.11827,89.97059,230.4156,2023-08-11 11:46:15
0.07559,89.9831,256.28876,2023-08-11 11:46:15
0.0584,89.9865,247.8867,2023-08-11 11:46:15
0.07375,89.9817,230.87807,2023-08-11 11:46:15
0.04869,89.96356,224.20172,2023-08-11 11:46:15
0.11827,89.97059,230.4156,2023-08-11 11:46:15
0.07559,89.9831,256.28876,2023-08-11 11:46:15
0.0584,89.9865,247.8867,2023-08-11 11:46:15
0.07375,89.9817,230.87807,2023-08-11 11:46:15
0.04869,89.98756,224.20172,2023-08-11 11:46:15
0.11827,89.97059,227.54619,2023-08-11 11:46:26
0.07559,89.9831,256.28876,2023-08-11 11:46:26
0.0584,89.9865,247.8867,2023-08-11 11:46:26
0.07375,89.9817,230.87807,2023-08-11 11:46:26
0.04869,89.98756,224.20172,2023-08-11 11:46:26
0.1403,89.97059,227.54619,2023-08-11 11:46:26
0.07559,89.9831,256.28876,2023-08-11 11:46:26
0.0584,89.9865,247.8867,2023-08-11 11:46:26
0.07375,89.9817,230.87807,2023-08-11 11:46:26
0.04869,89.98756,224.20172,2023-08-11 11:46:26
0.1403,89.96468,227.54619,2023-08-11 11:46:26
0.07559,89.9831,256.28876,2023-08-11 11:46:26
0.0584,89.9865,247.8867,2023-08-11 11:46:26
0.07375,89.9817,230.87807,2023-08-11 11:46:26
0.04869,89.98756,224.20172,2023-08-11 11:46:26
0.1403,89.96468,227.54619,2023-08-11 11:46:27
0.07559,89.9831,227.65353,2023-08-11 11:46:27
0.0584,89.9865,247.8867,2023-08-11 11:46:27
0.07375,89.9817,230.87807,2023-08-11 11:46:27
0.04869,89.98756,224.20172,2023-08-11 11:46:27
0.1403,89.96468,227.54619,2023-08-11 11:46:27
0.12202,89.9831,227.65353,2023-08-11 11:46:27
0.0584,89.9865,247.8867,2023-08-11 11:46:27
0.07375,89.9817,230.87807,2023-08-11 11:46:27
0.04869,89.98756,224.20172,2023-08-11 11:46:27
0.1403,89.96468,227.54619,2023-08-11 11:46:27
0.12202,89.96929,227.65353,2023-08-11 11:46:27
0.0584,89.9865,247.8867,2023-08-11 11:46:27
0.07375,89.9817,230.87807,2023-08-11 11:46:27
0.04869,89.98756,224.20172,2023-08-11 11:46:27
0.1403,89.96468,227.54619,2023-08-11 11:46:29
0.12202,89.96929,227.65353,2023-08-11 11:46:29
0.0584,89.9865,247.8867,2023-08-11 11:46:29
0.07375,89.9817,237.35303,2023-08-11 11:46:29
0.04869,89.98756,224.20172,2023-08-11 11:46:29
0.1403,89.96468,227.54619,2023-08-11 11:46:29
0.12202,89.96929,227.65353,2023-08-11 11:46:29
0.0584,89.9865,247.8867,2023-08-11 11:46:29
0.12388,89.9817,237.35303,2023-08-11 11:46:29
0.04869,89.98756,224.20172,2023-08-11 11:46:29
0.1403,89.96468,227.54619,2023-08-11 11:46:29
0.12202,89.96929,227.65353,2023-08-11 11:46:29
0.0584,89.9865,247.8867,2023-08-11 11:46:29
0.12388,89.97009,237.35303,2023-08-11 11:46:29
