second_of_minute,minute_of_hour,hour_of_day,weekday,units_consumed,phase,lagged_current5,lagged_voltage5,lagged_angle5,lagged_current10,lagged_voltage10,lagged_angle10,lagged_current20,lagged_voltage20,lagged_angle20,lagged_current40,lagged_voltage40,lagged_angle40,lagged_current60,lagged_voltage60,lagged_angle60,unit_consumed_within_next_30_minutes
56,44,11,5,0,89.9764,0,0,0,...0
56,44,11,5,0,89.97917,0,0,0,...0
56,44,11,5,0,89.99039,0,0,0,...0
56,44,11,5,0,89.97276,0,0,0,...0
56,44,11,5,0,89.96615,0,0,0,...0
5,45,11,5,4.056960608762719e-11,89.9764,0,0,0,...0
5,45,11,5,4.51540599103527e-11,89.97917,0,0,0,...0
5,45,11,5,4.630946714374284e-11,89.99039,0,0,0,...0
5,45,11,5,5.6385542275749734e-11,89.97276,0,0,0,...0
5,45,11,5,6.912457555402559e-11,89.96615,0,0,0,...0
6,45,11,5,8.489190760208402e-11,89.9764,0,0,0,...0
6,45,11,5,8.998574518289016e-11,89.97917,0,0,0,...0
6,45,11,5,9.126953099776808e-11,89.99039,0,0,0,...0
6,45,11,5,1.024651700333313e-10,89.97276,0,0,0,...0
6,45,11,5,1.166196514536378e-10,89.96615,0,0,0,...0
6,45,11,5,1.261627885824702e-10,89.97215,0,0,0,...0
6,45,11,5,1.312566261632763e-10,89.97917,0,0,0,...0
6,45,11,5,1.3254041197815423e-10,89.99039,0,0,0,...0
6,45,11,5,1.4373605101371746e-10,89.97276,0,0,0,...0
6,45,11,5,1.5789053243402395e-10,89.96615,0,0,0,...0
6,45,11,5,1.6743366956285632e-10,89.97215,0,0,0,...0
6,45,11,5,1.726720986003664e-10,89.97917,0,0,0,...0
6,45,11,5,1.7395588441524432e-10,89.99039,0,0,0,...0
6,45,11,5,1.8515152345080755e-10,89.97276,0,0,0,...0
6,45,11,5,1.9930600487111404e-10,89.96615,0,0,0,...0
6,45,11,5,2.0884914199994638e-10,89.97215,0,0,0,...0
6,45,11,5,2.1200032401697147e-10,89.97917,0,0,0,...0
6,45,11,5,2.132841098318494e-10,89.99039,0,0,0,...0
6,45,11,5,2.2447974886741263e-10,89.97276,0,0,0,...0
6,45,11,5,2.386342302877191e-10,89.96615,0,0,0,...0
6,45,11,5,2.481773674165515e-10,89.97215,0,0,0,...0
6,45,11,5,2.500199693139951e-10,89.98782,0,0,0,...0
6,45,11,5,2.51303755128873e-10,89.99039,0,0,0,...0
6,45,11,5,2.624993941644363e-10,89.97276,0,0,0,...0
6,45,11,5,2.7665387558474273e-10,89.96615,0,0,0,...0
6,45,11,5,2.8619701271357507e-10,89.97215,0,0,0,...0
6,45,11,5,2.8803961461101874e-10,89.98782,0,0,0,...0
6,45,11,5,2.892508768830595e-10,89.99039,0,0,0,...0
6,45,11,5,3.0044651591862276e-10,89.97276,0,0,0,...0
6,45,11,5,3.146009973389292e-10,89.96615,0,0,0,...0
6,45,11,5,3.241441344677616e-10,89.97215,0,0,0,...0
6,45,11,5,3.259867363652052e-10,89.98782,0,0,0,...0
6,45,11,5,3.2895459625295196e-10,89.99039,0,0,0,...0
6,45,11,5,3.401502352885152e-10,89.97276,0,0,0,...0
6,45,11,5,3.543047167088217e-10,89.96615,0,0,0,...0
6,45,11,5,3.63847853837654e-10,89.97215,0,0,0,...0
6,45,11,5,3.6569045573509764e-10,89.98782,0,0,0,...0
6,45,11,5,3.7339268503895334e-10,89.97506,0,0,0,...0
6,45,11,5,3.845883240745165e-10,89.97276,0,0,0,...0
6,45,11,5,3.9874280549482306e-10,89.96615,0,0,0,...0
7,45,11,5,4.4911453688602096e-10,89.97215,0,0,0,...0
7,45,11,5,4.51141398973209e-10,89.98782,0,0,0,...0
7,45,11,5,4.5961385120745024e-10,89.97506,0,0,0,...0
7,45,11,5,4.709389189720559e-10,89.97276,0,0,0,...0
7,45,11,5,4.865088485343931e-10,89.96615,0,0,0,...0
7,45,11,5,4.970062993761086e-10,89.97215,0,0,0,...0
7,45,11,5,4.990331614632967e-10,89.98782,0,0,0,...0
7,45,11,5,5.075056136975379e-10,89.97506,0,0,0,...0
7,45,11,5,5.189876998362978e-10,89.97276,0,0,0,...0
7,45,11,5,5.34557629398635e-10,89.96615,0,0,0,...0
7,45,11,5,5.450550802403506e-10,89.97215,0,0,0,...0
7,45,11,5,5.470819423275386e-10,89.98782,0,0,0,...0
7,45,11,5,5.555543945617798e-10,89.97506,0,0,0,...0
7,45,11,5,5.682125092442215e-10,89.96997,0,0,0,...0
7,45,11,5,5.837824388065586e-10,89.96615,0,0,0,...0
7,45,11,5,5.942798896482742e-10,89.97215,0,0,0,...0
7,45,11,5,5.963067517354622e-10,89.98782,0,0,0,...0
7,45,11,5,6.047792039697034e-10,89.97506,0,0,0,...0
7,45,11,5,6.17437318652145e-10,89.96997,0,0,0,...0
7,45,11,5,6.347253622499398e-10,89.96615,0,0,0,...0
7,45,11,5,6.452228130916553e-10,89.97215,0,0,0,...0
7,45,11,5,6.472496751788434e-10,89.98782,0,0,0,...0
7,45,11,5,6.557221274130846e-10,89.97506,0,0,0,...0
7,45,11,5,6.683802420955262e-10,89.96997,0,0,0,...0
7,45,11,5,6.793988969777531e-10,89.96615,0,0,0,...0
7,45,11,5,6.898963478194686e-10,89.97215,0,0,0,...0
7,45,11,5,6.919232099066567e-10,89.98782,0,0,0,...0
7,45,11,5,7.003956621408979e-10,89.97506,0,0,0,...0
7,45,11,5,7.130537768233395e-10,89.96997,0,0,0,...0
7,45,11,5,7.193785175238575e-10,89.98057,0,0,0,...0
18,45,11,5,1.4592684992281245e-9,89.97215,0,0,0,...0
18,45,11,5,1.4633222234025008e-9,89.98782,0,0,0,...0
18,45,11,5,1.4802671278709832e-9,89.97506,0,0,0,...0
18,45,11,5,1.5055833572358665e-9,89.96997,0,0,0,...0
18,45,11,5,1.5182328386369024e-9,89.98057,0,0,0,...0
18,45,11,5,1.5277886246200606e-9,89.97215,0,0,0,...0
