second_of_minute,minute_of_hour,hour_of_day,weekday,units_consumed,within_next_30_minutes
46,56,11,5,0.0000016511161656680996,0
46,56,11,5,0.000001651559959312708,0
46,56,11,5,0.0000016521233505322162,0
46,56,11,5,0.0000016527409564787047,0
46,56,11,5,0.0000016531593658350296,0
46,56,11,5,0.0000016532953561735475,0
46,56,11,5,0.000001653739149818156,0
46,56,11,5,0.0000016543025410376644,0
46,56,11,5,0.0000016549201469841526,0
46,56,11,5,0.0000016554431705891954,0
46,56,11,5,0.0000016555791609277136,0
46,56,11,5,0.000001656022954572322,0
46,56,11,5,0.0000016565863457918302,0
46,56,11,5,0.0000016572039517383186,0
46,56,11,5,0.0000016578643543821827,0
46,56,11,5,0.0000016580003447207008,0
46,56,11,5,0.000001658444138365309,0
46,56,11,5,0.0000016590075295848174,0
46,56,11,5,0.0000016596251355313058,0
46,56,11,5,0.0000016602855381751703,0
46,56,11,5,0.0000016604076206455072,0
46,56,11,5,0.0000016608514142901158,0
46,56,11,5,0.000001661414805509624,0
46,56,11,5,0.0000016620324114561123,0
46,56,11,5,0.0000016626928140999767,0
46,56,11,5,0.0000016627974247113511,0
46,56,11,5,0.00000166324121835596,0
46,56,11,5,0.0000016638046095754682,0
46,56,11,5,0.0000016644222155219562,0
46,56,11,5,0.0000016650826181658207,0
46,56,11,5,0.0000016651824570651563,0
46,56,11,5,0.0000016656262507097648,0
46,56,11,5,0.0000016661896419292733,0
47,56,11,5,0.00000166915486371784,0
47,56,11,5,0.0000016698161965062733,0
47,56,11,5,0.000001669916176023777,0
47,56,11,5,0.0000016703611631054266,0
47,56,11,5,0.0000016709253478336948,0
47,56,11,5,0.0000016715438236477134,0
47,56,11,5,0.0000016722051564361467,0
47,56,11,5,0.0000016723051359536504,0
47,56,11,5,0.0000016727456242213424,0
47,56,11,5,0.0000016733098089496107,0
47,56,11,5,0.0000016739282847636295,0
47,56,11,5,0.0000016745896175520626,0
47,56,11,5,0.0000016746895970695663,0
47,56,11,5,0.0000016751252008909338,0
47,56,11,5,0.0000016756893856192019,0
47,56,11,5,0.0000016763078614332205,0
47,56,11,5,0.0000016769691942216535,0
47,56,11,5,0.0000016770691737391573,0
47,56,11,5,0.0000016775047775605248,0
47,56,11,5,0.0000016780924489515896,0
47,56,11,5,0.0000016787109247656082,0
47,56,11,5,0.000001679372257554041,0
47,56,11,5,0.0000016794722370715448,0
47,56,11,5,0.0000016799078408929123,0
47,56,11,5,0.0000016803078700431462,0
48,56,11,5,0.0000016832905179329133,0
48,56,11,5,0.0000016839527808659151,0
48,56,11,5,0.0000016840529010015867,0
48,56,11,5,0.0000016844891174865566,0
48,56,11,5,0.0000016847508374538786,0
59,56,11,5,0.0000017114966009381432,0
59,56,11,5,0.0000017121690954614023,0
59,56,11,5,0.000001712270762396923,0
59,56,11,5,0.0000017127137181815201,0
59,56,11,5,0.0000017129794815753035,0
59,56,11,5,0.0000017135033783018677,0
59,56,11,5,0.0000017141758728251267,0
59,56,11,5,0.0000017142775397606472,0
59,56,11,5,0.0000017147204955452446,0
59,56,11,5,0.0000017149862589390277,0
59,56,11,5,0.0000017153216637286785,0
59,56,11,5,0.0000017159941582519376,0
59,56,11,5,0.000001716095825187458,0
59,56,11,5,0.0000017165387809720555,0
59,56,11,5,0.0000017168045443658384,0
59,56,11,5,0.0000017171399491554894,0
59,56,11,5,0.0000017178106880713218,0
59,56,11,5,0.0000017179123550068425,0
59,56,11,5,0.0000017183553107914397,0
59,56,11,5,0.000001718621074185223,0
59,56,11,5,0.0000017189564789748736,0
59,56,11,5,0.0000017190989476106075,0
59,56,11,5,0.000001719200614546128,0
59,56,11,5,0.0000017196435703307254,0
59,56,11,5,0.0000017199093337245085,0
0,57,11,5,0.0000017226240535051884,0
0,57,11,5,0.0000017226544392914965,0
0,57,11,5,0.0000017227562468451855,0
0,57,11,5,0.000001723199815293385,0
0,57,11,5,0.000001723465946271392,0
0,57,11,5,0.0000017238018149680826,0
0,57,11,5,0.0000017238322007543909,0
0,57,11,5,0.0000017239356584696564,0
0,57,11,5,0.0000017243792269178561,0
0,57,11,5,0.000001724645357895863,0
0,57,11,5,0.0000017249812265925534,0
0,57,11,5,0.0000017250116123788615,0
0,57,11,5,0.000001725179703902189,0
0,57,11,5,0.0000017256232723503887,0
0,57,11,5,0.0000017258894033283954,0
0,57,11,5,0.000001726225272025086,0
0,57,11,5,0.0000017262556578113941,0
0,57,11,5,0.000001726524480649493,0
0,57,11,5,0.0000017269680490976925,0
0,57,11,5,0.0000017272341800756994,0
2,57,11,5,0.0000017323423417248,0
2,57,11,5,0.0000017323728114497445,0
2,57,11,5,0.0000017326423768923684,0
2,57,11,5,0.0000017330380068232876,0
2,57,11,5,0.000001733304872969742,0
2,57,11,5,0.0000017336416694805117,0
2,57,11,5,0.0000017336721392054562,0
2,57,11,5,0.00000173394170464808,0
2,57,11,5,0.0000017341226465076197,0
2,57,11,5,0.0000017343895126540741,0
2,57,11,5,0.0000017347263091648438,0
2,57,11,5,0.0000017347567788897882,0
2,57,11,5,0.0000017350263443324121,0
2,57,11,5,0.0000017351193975122793,0
2,57,11,5,0.0000017353862636587337,0
3,57,11,5,0.000001738113863282685,0
3,57,11,5,0.0000017381443749769474,0
3,57,11,5,0.000001738414311721834,0
3,57,11,5,0.0000017385074930741253,0
3,57,11,5,0.0000017387760708980156,0
3,57,11,5,0.0000017391133313158249,0
3,57,11,5,0.0000017391438430100872,0
3,57,11,5,0.0000017394137797549737,0
3,57,11,5,0.000001739506961107265,0
3,57,11,5,0.0000017398373627993518,0
3,57,11,5,0.000001740174623217161,0
3,57,11,5,0.0000017402051349114236,0
3,57,11,5,0.0000017404750716563101,0
3,57,11,5,0.0000017405682530086017,0
3,57,11,5,0.0000017409728265062689,0
15,57,11,5,0.0000017700086103250594,0
15,57,11,5,0.0000017700396256511386,0
15,57,11,5,0.0000017703140180231761,0
15,57,11,5,0.0000017704087374445564,0
15,57,11,5,0.0000017708199889091727,0
15,57,11,5,0.000001770861006194369,0
15,57,11,5,0.0000017708920215204488,0
15,57,11,5,0.0000017711664138924861,0
15,57,11,5,0.0000017712611333138662,0
15,57,11,5,0.0000017716723847784825,0
16,57,11,5,0.0000017740762258144621,0
16,57,11,5,0.00000177410728310986,0
16,57,11,5,0.0000017743820467841598,0
16,57,11,5,0.0000017744768943779638,0
16,57,11,5,0.0000017748887023398258,0
16,57,11,5,0.0000017748951517861188,0
16,57,11,5,0.0000017749227865406558,0
16,57,11,5,0.0000017751975502149558,0
16,57,11,5,0.0000017752923978087598,0
16,57,11,5,0.000001775704205770622,0
16,57,11,5,0.000001775710655216915,0
16,57,11,5,0.0000017758521589064198,0
16,57,11,5,0.0000017761269225807197,0
16,57,11,5,0.0000017762217701745237,0
16,57,11,5,0.000001776633578136386,0
16,57,11,5,0.000001776640027582679,0
16,57,11,5,0.0000017774541545999217,0
16,57,11,5,0.0000017777289182742212,0
16,57,11,5,0.0000017778237658680257,0
16,57,11,5,0.0000017782355738298877,0
16,57,11,5,0.0000017782420232761807,0
16,57,11,5,0.0000017790561502934232,0
16,57,11,5,0.0000017793726782398057,0
16,57,11,5,0.0000017794675258336097,0
16,57,11,5,0.0000017798793337954717,0
16,57,11,5,0.0000017798857832417647,0
16,57,11,5,0.0000017806999102590073,0
16,57,11,5,0.0000017808420648946738,0
16,57,11,5,0.0000017809369124884778,0
16,57,11,5,0.0000017813487204503398,0
16,57,11,5,0.0000017813551698966328,0
16,57,11,5,0.0000017821692969138754,0
16,57,11,5,0.0000017822246882036676,0
16,57,11,5,0.0000017823195357974719,0
16,57,11,5,0.000001782731343759334,0
17,57,11,5,0.0000017851468983315803,0
17,57,11,5,0.0000017859621255204681,0
17,57,11,5,0.0000017860175916633546,0
17,57,11,5,0.0000017861246838112481,0
17,57,11,5,0.000001786537048270356,0
17,57,11,5,0.000001786543506432117,0
17,57,11,5,0.0000017873587336210045,0
17,57,11,5,0.000001787414199763891,0
17,57,11,5,0.000001787569857872351,0
17,57,11,5,0.000001787982222331459,0
18,57,11,5,0.0000017904016206828193,0
18,57,11,5,0.000001791217948043352,0
18,57,11,5,0.0000017912734890393326,0
18,57,11,5,0.0000017914743102729383,0
18,57,11,5,0.000001791887231229292,0
18,57,11,5,0.0000017918936981065205,0
18,57,11,5,0.0000017927100254670532,0
18,57,11,5,0.000001792765566463034,0
18,57,11,5,0.0000017929663876966395,0
18,57,11,5,0.000001793418018462812,0
18,57,11,5,0.000001793424485340041,0
18,57,11,5,0.0000017942408127005737,0
18,57,11,5,0.000001794296353696554,0
18,57,11,5,0.00000179449717493016,0
18,57,11,5,0.0000017946892190536463,0
18,57,11,5,0.000001794695685930875,0
18,57,11,5,0.0000017955120132914078,0
18,57,11,5,0.0000017955675542873884,0
18,57,11,5,0.000001795768375520994,0
18,57,11,5,0.0000017958430279683744,0
34,57,11,5,0.0000018345739467081643,0
34,57,11,5,0.0000018354078768150158,0
34,57,11,5,0.0000018354646154605052,0
34,57,11,5,0.000001835669767071116,0
34,57,11,5,0.000001835746029274774,0
34,57,11,5,0.00000183580988177782,0
34,57,11,5,0.0000018366438118846716,0
34,57,11,5,0.0000018367005505301611,0
34,57,11,5,0.0000018369057021407719,0
34,57,11,5,0.0000018369819643444298,0
34,57,11,5,0.0000018376130478958458,0
34,57,11,5,0.0000018384469780026972,0
34,57,11,5,0.0000018385037166481867,0
34,57,11,5,0.0000018387088682587974,0
34,57,11,5,0.0000018387851304624554,0
34,57,11,5,0.0000018394162140138709,0
34,57,11,5,0.0000018402329868322412,0
34,57,11,5,0.000001840289725477731,0
34,57,11,5,0.0000018404948770883412,0
34,57,11,5,0.0000018405711392919996,0
35,57,11,5,0.0000018436312495226282,0
35,57,11,5,0.0000018441610269697823,0
35,57,11,5,0.000001844217840468366,0
35,57,11,5,0.0000018444232627275396,0
35,57,11,5,0.0000018444996255409653,0
35,57,11,5,0.0000018451315416564328,0
35,57,11,5,0.000001845481985065968,0
35,57,11,5,0.0000018455387985645516,0
35,57,11,5,0.0000018457442208237252,0
35,57,11,5,0.0000018458205836371505,0
36,57,11,5,0.000001848885243494058,0
36,57,11,5,0.0000018492361486208646,0
36,57,11,5,0.000001849285477505265,0
36,57,11,5,0.0000018494911704130014,0
36,57,11,5,0.000001849567633836194,0
36,57,11,5,0.0000018502003825157137,0
36,57,11,5,0.0000018505512876425206,0
36,57,11,5,0.000001850606159098202,0
36,57,11,5,0.0000018508118520059383,0
36,57,11,5,0.000001850888315429131,0
36,57,11,5,0.000001851521064108651,0
36,57,11,5,0.0000018518719692354579,0
36,57,11,5,0.0000018519423795103406,0
36,57,11,5,0.000001852148072418077,0
36,57,11,5,0.0000018522245358412697,0
36,57,11,5,0.0000018528572845207897,0
36,57,11,5,0.0000018532081896475968,0
36,57,11,5,0.0000018532785999224795,0
36,57,11,5,0.0000018534782850655665,0
36,57,11,5,0.0000018535547484887595,0
36,57,11,5,0.000001854187497168279,0
36,57,11,5,0.0000018545384022950861,0
36,57,11,5,0.0000018546088125699693,0
36,57,11,5,0.000001854885533092417,0
36,57,11,5,0.0000018549619965156097,0
36,57,11,5,0.0000018555947451951297,0
36,57,11,5,0.0000018559456503219364,0
36,57,11,5,0.0000018560160605968193,0
36,57,11,5,0.0000018564111323545789,0
36,57,11,5,0.0000018564875957777714,0
37,57,11,5,0.0000018595639238578926,0
37,57,11,5,0.0000018599152907019717,0
37,57,11,5,0.0000018599857936219534,0
37,57,11,5,0.0000018603813852109728,0
37,57,11,5,0.0000018604577157741733,0
37,57,11,5,0.0000018610912970177449,0
37,57,11,5,0.000001861442663861824,0
37,57,11,5,0.0000018615131667818057,0
37,57,11,5,0.0000018619087583708248,0
37,57,11,5,0.0000018621098474452447,0
37,57,11,5,0.0000018627434286888163,0
37,57,11,5,0.0000018630947955328954,0
37,57,11,5,0.000001863165298452877,0
37,57,11,5,0.0000018635608900418962,0
37,57,11,5,0.0000018640923940670264,0
48,57,11,5,0.0000018916903844287743,0
48,57,11,5,0.0000018920468301628466,0
48,57,11,5,0.0000018921183521789121,0
48,57,11,5,0.0000018925196619117936,0
48,57,11,5,0.0000018930588486495076,0
48,57,11,5,0.0000018937106875548954,0
48,57,11,5,0.0000018940671332889677,0
48,57,11,5,0.000001894138655305033,0
48,57,11,5,0.0000018945399650379147,0
48,57,11,5,0.0000018950791517756289,0
48,57,11,5,0.0000018957193374187645,0
48,57,11,5,0.0000018960757831528364,0
48,57,11,5,0.0000018961473051689019,0
48,57,11,5,0.0000018965486149017834,0
48,57,11,5,0.0000018970878016394975,0
49,57,11,5,0.0000019001861841573517,0
49,57,11,5,0.0000019005971970701781,0
49,57,11,5,0.0000019006688117313421,0
49,57,11,5,0.0000019010706412954839,0
49,57,11,5,0.0000019016105264616145,0
49,57,11,5,0.0000019022515413607645,0
49,57,11,5,0.0000019024675954659425,0
49,57,11,5,0.0000019025392101271065,0
49,57,11,5,0.0000019029410396912483,0
49,57,11,5,0.0000019034809248573791,0
49,57,11,5,0.0000019041219397565291,0
49,57,11,5,0.000001904220486885617,0
49,57,11,5,0.0000019042921015467811,0
49,57,11,5,0.0000019046939311109228,0
49,57,11,5,0.0000019052338162770535,0
49,57,11,5,0.0000019058748311762035,0
49,57,11,5,0.0000019059733783052915,0
49,57,11,5,0.000001906054271300562,0
49,57,11,5,0.0000019064561008647043,0
49,57,11,5,0.0000019069959860308347,0
49,57,11,5,0.0000019076370009299847,0
49,57,11,5,0.000001907735548059073,0
49,57,11,5,0.00000190791773822793,0
49,57,11,5,0.000001908319567792072,0
49,57,11,5,0.0000019088594529582026,0
50,57,11,5,0.0000019119707142582027,0
50,57,11,5,0.0000019120693888738744,0
50,57,11,5,0.000001912433192167591,0
50,57,11,5,0.0000019128355415629934,0
50,57,11,5,0.000001913376125157541,0
52,57,11,5,0.000001918963752179146,0
52,57,11,5,0.000001919062681767985,0
52,57,11,5,0.0000019194274251218923,0
52,57,11,5,0.000001919840561119133,0
52,57,11,5,0.000001920382541570514,0
52,57,11,5,0.000001921026044237707,0
52,57,11,5,0.000001921124973826546,0
52,57,11,5,0.000001921489717180453,0
52,57,11,5,0.0000019216438881794235,0
52,57,11,5,0.000001922185868630804,0
52,57,11,5,0.0000019228293712979976,0
52,57,11,5,0.0000019229283008868367,0
52,57,11,5,0.0000019232930442407437,0
52,57,11,5,0.0000019233491970407892,0
52,57,11,5,0.00000192389117749217,0
52,57,11,5,0.0000019245346801593633,0
52,57,11,5,0.0000019246336097482024,0
52,57,11,5,0.0000019249983531021095,0
52,57,11,5,0.0000019250545059021553,0
52,57,11,5,0.0000019255262129148585,0
52,57,11,5,0.000001926169715582052,0
52,57,11,5,0.000001926268645170891,0
52,57,11,5,0.000001926633388524798,0
52,57,11,5,0.0000019266895413248437,0
52,57,11,5,0.000001927029499621816,0
53,57,11,5,0.0000019301571169826807,0
53,57,11,5,0.000001930256174058103,0
53,57,11,5,0.0000019306213874421054,0
53,57,11,5,0.000001930677612604007,0
53,57,11,5,0.000001930959381562292,0
4,58,11,5,0.000001959056618883919,0
4,58,11,5,0.0000019591570783117604,0
4,58,11,5,0.0000019595274620268106,0
4,58,11,5,0.0000019595844831691254,0
4,58,11,5,0.0000019598702411345415,0
4,58,11,5,0.0000019604705320879957,0
4,58,11,5,0.000001960570991515837,0
4,58,11,5,0.000001960941375230887,0
4,58,11,5,0.000001960998396373202,0
4,58,11,5,0.000001961284154338618,0
4,58,11,5,0.0000019616910130480553,0
4,58,11,5,0.000001961791472475897,0
4,58,11,5,0.000001962161856190947,0
4,58,11,5,0.0000019622188773332615,0
4,58,11,5,0.0000019625046352986776,0
4,58,11,5,0.000001962911494008115,0
4,58,11,5,0.0000019630129311562264,0
4,58,11,5,0.0000019633833148712762,0
4,58,11,5,0.000001963440336013591,0
4,58,11,5,0.000001963726093979007,0
4,58,11,5,0.0000019641329526884443,0
4,58,11,5,0.0000019642598613880114,0
4,58,11,5,0.000001964630245103062,0
4,58,11,5,0.0000019646872662453763,0
4,58,11,5,0.0000019649730242107924,0
4,58,11,5,0.0000019653798829202297,0
4,58,11,5,0.0000019655373121680068,0
4,58,11,5,0.0000019659076958830574,0
4,58,11,5,0.0000019659647170253717,0
4,58,11,5,0.000001966250474990788,0
5,58,11,5,0.000001969153091737916,0
5,58,11,5,0.0000019693107207690024,0
5,58,11,5,0.000001969638207402283,0
5,58,11,5,0.0000019696953009064534,0
5,58,11,5,0.0000019699814215088818,0
5,58,11,5,0.0000019703887965364783,0
5,58,11,5,0.0000019705464255675648,0
5,58,11,5,0.0000019707720657043084,0
5,58,11,5,0.0000019708291592084784,0
5,58,11,5,0.000001971115279810907,0
5,58,11,5,0.0000019715226548385032,0
5,58,11,5,0.0000019716802838695897,0
5,58,11,5,0.0000019718562441617183,0
5,58,11,5,0.0000019719133376658887,0
5,58,11,5,0.000001972199458268317,0
5,58,11,5,0.0000019726068332959136,0
5,58,11,5,0.000001972764462327,0
5,58,11,5,0.0000019729404226191287,0
5,58,11,5,0.00000197299088741244,0
5,58,11,5,0.000001973277008014868,0
5,58,11,5,0.0000019736843830424643,0
5,58,11,5,0.000001973842012073551,0
5,58,11,5,0.0000019740179723656794,0
5,58,11,5,0.0000019741727607212655,0
5,58,11,5,0.0000019744588813236938,0
5,58,11,5,0.0000019748662563512903,0
5,58,11,5,0.0000019750238853823764,0
5,58,11,5,0.0000019751998456745054,0
5,58,11,5,0.0000019757372543449828,0
5,58,11,5,0.0000019760233749474115,0
6,58,11,5,0.0000019789357319141395,0
6,58,11,5,0.0000019790935607285353,0
6,58,11,5,0.0000019792697440375106,0
6,58,11,5,0.0000019798078338343135,0
6,58,11,5,0.000001980093777910712,0
6,58,11,5,0.0000019805016692564675,0
6,58,11,5,0.0000019806594980708634,0
6,58,11,5,0.000001980835681379839,0
6,58,11,5,0.0000019813737711766416,0
6,58,11,5,0.000001981739959769229,0
6,58,11,5,0.0000019821478511149844,0
6,58,11,5,0.0000019823056799293802,0
6,58,11,5,0.0000019824818632383555,0
6,58,11,5,0.000001983019953035159,0
6,58,11,5,0.0000019834897719395107,0
17,58,11,5,0.000002011512830725101,0
17,58,11,5,0.0000020116728571559,0
17,58,11,5,0.0000020118514936501904,0
17,58,11,5,0.0000020123970758365688,0
17,58,11,5,0.000002012873436523134,0
17,58,11,5,0.0000020131743622309846,0
17,58,11,5,0.0000020133343886617835,0
17,58,11,5,0.0000020135130251560734,0
17,58,11,5,0.0000020140586073424522,0
17,58,11,5,0.000002014534968029017,0
18,58,11,5,0.0000020172788098476575,0
18,58,11,5,0.0000020174390360617657,0
18,58,11,5,0.0000020176178955729028,0
18,58,11,5,0.0000020181641588856066,0
18,58,11,5,0.0000020186411142796453,0
18,58,11,5,0.000002018869931169411,0
18,58,11,5,0.0000020190106855689196,0
18,58,11,5,0.0000020191895450800566,0
18,58,11,5,0.0000020197358083927605,0
18,58,11,5,0.000002020212763786799,0
18,58,11,5,0.000002020441580676565,0
18,58,11,5,0.000002020721899690016,0
18,58,11,5,0.000002020900759201153,0
18,58,11,5,0.0000020214470225138567,0
18,58,11,5,0.000002021923977907895,0
18,58,11,5,0.000002022152794797661,0
18,58,11,5,0.000002022787999182345,0
18,58,11,5,0.0000020229668586934826,0
18,58,11,5,0.000002023513122006186,0
18,58,11,5,0.0000020239900774002247,0
18,58,11,5,0.0000020242188942899904,0
18,58,11,5,0.0000020248540986746745,0
18,58,11,5,0.0000020250337184542432,0
18,58,11,5,0.0000020255799817669467,0
18,58,11,5,0.0000020260569371609853,0
18,58,11,5,0.0000020262857540507514,0
18,58,11,5,0.000002026920958435435,0
18,58,11,5,0.0000020271344510914188,0
18,58,11,5,0.0000020276807144041226,0
18,58,11,5,0.000002028157669798161,0
23,58,11,5,0.000002041032287727128,0
23,58,11,5,0.0000020416714522388994,0
23,58,11,5,0.0000020419258110697612,0
23,58,11,5,0.0000020424754800140903,0
23,58,11,5,0.000002042955408945498,0
23,58,11,5,0.000002043185652374477,0
23,58,11,5,0.000002043824816886248,0
23,58,11,5,0.00000204407917571711,0
23,58,11,5,0.000002044625662747516,0
23,58,11,5,0.0000020451055916789238,0
23,58,11,5,0.000002045335835107903,0
23,58,11,5,0.0000020459749996196737,0
23,58,11,5,0.0000020462293584505355,0
23,58,11,5,0.0000020464999553281776,0
23,58,11,5,0.000002046979884259586,0
25,58,11,5,0.00000205228375873612,0
25,58,11,5,0.0000020529245072987256,0
25,58,11,5,0.000002053179496510829,0
25,58,11,5,0.000002053314610152226,0
25,58,11,5,0.0000020537957284985817,0
25,58,11,5,0.0000020540265425432455,0
25,58,11,5,0.000002054667291105851,0
25,58,11,5,0.0000020549222803179545,0
25,58,11,5,0.0000020550573939593516,0
25,58,11,5,0.000002055566382482309,0
25,58,11,5,0.000002055797196526973,0
25,58,11,5,0.000002056437945089578,0
25,58,11,5,0.000002056692934301682,0
25,58,11,5,0.000002056828047943079,0
25,58,11,5,0.000002057324920452221,0
25,58,11,5,0.0000020575557344968853,0
25,58,11,5,0.0000020581964830594906,0
25,58,11,5,0.000002058451472271594,0
25,58,11,5,0.0000020585865859129914,0
25,58,11,5,0.000002059045288972327,0
36,58,11,5,0.0000020872714257788954,0
36,58,11,5,0.0000020879208866210917,0
36,58,11,5,0.0000020881793429300223,0
36,58,11,5,0.0000020883162937161106,0
36,58,11,5,0.000002088781233776254,0
37,58,11,5,0.0000020913930667102927,0
37,58,11,5,0.0000020920433195779053,0
37,58,11,5,0.000002092302091077457,0
37,58,11,5,0.000002092439208876699,0
37,58,11,5,0.000002092904715936915,0
37,58,11,5,0.000002092923218015637,0
37,58,11,5,0.0000020935734708832502,0
37,58,11,5,0.0000020938322423828013,0
37,58,11,5,0.0000020939693601820435,0
37,58,11,5,0.0000020944348672422596,0
37,58,11,5,0.0000020944533693209816,0
37,58,11,5,0.0000020951869664481404,0
37,58,11,5,0.0000020954457379476915,0
37,58,11,5,0.0000020955828557469336,0
37,58,11,5,0.0000020960483628071498,0
37,58,11,5,0.0000020960668648858717,0
37,58,11,5,0.000002096764328860681,0
37,58,11,5,0.000002097023100360232,0
37,58,11,5,0.0000020971602181594746,0
37,58,11,5,0.0000020976257252196904,0
37,58,11,5,0.0000020976442272984123,0
37,58,11,5,0.0000020982320620426876,0
37,58,11,5,0.000002098490833542239,0
37,58,11,5,0.0000020986279513414813,0
37,58,11,5,0.0000020990934584016975,0
39,58,11,5,0.000002104225509714233,0
39,58,11,5,0.000002104814776455449,0
39,58,11,5,0.0000021051012181497664,0
39,58,11,5,0.0000021052386699753163,0
39,58,11,5,0.000002105705311035679,0
39,58,11,5,0.000002105723858186456,0
39,58,11,5,0.000002106313124927673,0
39,58,11,5,0.000002106548517163403,0
39,58,11,5,0.000002106685968988953,0
39,58,11,5,0.0000021071526100493157,0
39,58,11,5,0.0000021071711572000927,0
39,58,11,5,0.0000021077604239413095,0
39,58,11,5,0.0000021079355722225973,0
39,58,11,5,0.000002108073024048147,0
39,58,11,5,0.00000210853966510851,0
40,58,11,5,0.000002111120251399335,0
40,58,11,5,0.000002111710234139022,0
40,58,11,5,0.000002111885595237176,0
40,58,11,5,0.000002112045711327342,0
40,58,11,5,0.0000021125129193877777,0
40,58,11,5,0.000002112531489074583,0
40,58,11,5,0.0000021131214718142695,0
40,58,11,5,0.0000021132968329124244,0
40,58,11,5,0.0000021134204995315054,0
40,58,11,5,0.000002113887707591941,0
40,58,11,5,0.0000021139062772787463,0
40,58,11,5,0.0000021144962600184334,0
40,58,11,5,0.000002114671621116588,0
40,58,11,5,0.0000021147537129016855,0
40,58,11,5,0.0000021152209209621216,0
40,58,11,5,0.0000021152394906489263,0
40,58,11,5,0.0000021158294733886134,0
40,58,11,5,0.0000021160048344867675,0
40,58,11,5,0.0000021160869262718656,0
40,58,11,5,0.0000021166002100116767,0
40,58,11,5,0.0000021166187796984814,0
40,58,11,5,0.0000021172087624381685,0
40,58,11,5,0.0000021173841235363226,0
40,58,11,5,0.0000021174662153214206,0
40,58,11,5,0.0000021180286655471007,0
40,58,11,5,0.0000021180472352339054,0
40,58,11,5,0.0000021186372179735925,0
40,58,11,5,0.0000021188125790717466,0
40,58,11,5,0.0000021188946708568446,0
40,58,11,5,0.0000021194554788921547,0
52,58,11,5,0.000002150340026010646,0
52,58,11,5,0.0000021509386007319786,0
52,58,11,5,0.000002151116515632533,0
52,58,11,5,0.000002151199802929065,0
52,58,11,5,0.000002151768778071685,0
53,58,11,5,0.0000021544573277240143,0
53,58,11,5,0.0000021550566184438176,0
53,58,11,5,0.000002155234746161239,0
53,58,11,5,0.000002155318133083723,0
53,58,11,5,0.000002155887788818619,0
53,58,11,5,0.0000021565968369188298,0
53,58,11,5,0.0000021571961276386335,0
53,58,11,5,0.0000021573742553560547,0
53,58,11,5,0.0000021574576422785387,0
53,58,11,5,0.000002158027298013435,0
53,58,11,5,0.0000021587363461136457,0
53,58,11,5,0.0000021592598576197814,0
53,58,11,5,0.000002159437985337203,0
53,58,11,5,0.000002159521372259687,0
53,58,11,5,0.0000021600910279945827,0
53,58,11,5,0.0000021608000760947936,0
53,58,11,5,0.000002161035091019267,0
53,58,11,5,0.0000021612132187366883,0
53,58,11,5,0.0000021612966056591727,0
53,58,11,5,0.000002161866261394069,0
54,58,11,5,0.000002165159031488896,0
54,58,11,5,0.0000021652800121447746,0
54,58,11,5,0.000002165458352679063,0
54,58,11,5,0.0000021655418392275,0
54,58,11,5,0.0000021661121755546716,0
55,58,11,5,0.0000021694077773136123,0
55,58,11,5,0.0000021695289023378155,0
55,58,11,5,0.0000021696964034486546,0
55,58,11,5,0.0000021697799896230445,0
55,58,11,5,0.000002170351006542492,0
55,58,11,5,0.0000021710617489033962,0
55,58,11,5,0.0000021711828739275994,0
55,58,11,5,0.0000021714546645724144,0
55,58,11,5,0.0000021715382507468043,0
55,58,11,5,0.0000021721092676662517,0
56,58,11,5,0.000002175409783579036,0
56,58,11,5,0.000002175531052971564,0
56,58,11,5,0.0000021760017746813583,0
56,58,11,5,0.000002176085460481701,0
56,58,11,5,0.000002176657157993424,0
57,58,11,5,0.0000021799608531364423,0
57,58,11,5,0.0000021800822668972945,0
57,58,11,5,0.000002180553548990077,0
57,58,11,5,0.0000021806352893714273,0
57,58,11,5,0.000002181207667475427,0
57,58,11,5,0.0000021819201040970246,0
57,58,11,5,0.000002182041517857877,0
57,58,11,5,0.0000021825127999506588,0
57,58,11,5,0.00000218262548019247,0
57,58,11,5,0.0000021831978582964698,0
57,58,11,5,0.0000021839102949180675,0
57,58,11,5,0.0000021840317086789194,0
57,58,11,5,0.0000021845029907717017,0
57,58,11,5,0.000002184662137092127,0
57,58,11,5,0.0000021852345151961265,0
57,58,11,5,0.000002185946951817724,0
57,58,11,5,0.0000021860683655785765,0
57,58,11,5,0.000002186539647671359,0
57,58,11,5,0.0000021866987939917836,0
57,58,11,5,0.0000021871904395304295,0
58,58,11,5,0.0000021905044253507812,0
58,58,11,5,0.0000021906259834799583,0
58,58,11,5,0.000002191097825955728,0
58,58,11,5,0.0000021912571615107795,0
58,58,11,5,0.00000219156658726856,0
58,58,11,5,0.0000021922798710205047,0
58,58,11,5,0.0000021924014291496813,0
58,58,11,5,0.000002192873271625451,0
58,58,11,5,0.000002193032607180502,0
58,58,11,5,0.0000021932591267711625,0
9,59,11,5,0.000002222562766101541,0
9,59,11,5,0.000002222685912282286,0
9,59,11,5,0.0000022231639189709225,0
9,59,11,5,0.0000022233253361068595,0
9,59,11,5,0.0000022235548149795826,0
15,59,11,5,0.0000022394972505110216,0
15,59,11,5,0.0000022396212629017135,0
15,59,11,5,0.000002240102631888277,0
15,59,11,5,0.0000022402651844319693,0
15,59,11,5,0.000002240496277458545,0
16,59,11,5,0.000002243259285192538,0
