second_of_minute,minute_of_hour,hour_of_day,weekday,units_consumed,within_next_30_minutes
59,28,12,5,0.00001460878990472657,0
59,28,12,5,0.000014610614099893513,0
59,28,12,5,0.000014612144395516733,0
59,28,12,5,0.000014612338870144202,0
59,28,12,5,0.000014612824070130175,0
59,28,12,5,0.000014614338295596715,0
59,28,12,5,0.000014616162490763658,0
59,28,12,5,0.00001461769278638688,0
0,29,12,5,0.000014623418054529676,0
0,29,12,5,0.000014623903438094909,0
0,29,12,5,0.000014625418236480657,0
0,29,12,5,0.00001462703217160759,0
0,29,12,5,0.000014628563046230289,0
0,29,12,5,0.000014628757594438775,0
0,29,12,5,0.000014629242978004008,0
0,29,12,5,0.000014630757776389754,0
0,29,12,5,0.000014632775749827351,0
0,29,12,5,0.00001463430662445005,0
0,29,12,5,0.000014634501172658537,0
0,29,12,5,0.000014634986556223771,0
0,29,12,5,0.000014636501354609517,0
0,29,12,5,0.000014639354491280851,0
0,29,12,5,0.000014640885365903549,0
0,29,12,5,0.000014641079914112033,0
0,29,12,5,0.000014641565297677268,0
0,29,12,5,0.000014643080096063014,0
0,29,12,5,0.000014645933232734347,0
0,29,12,5,0.000014647593099094128,0
0,29,12,5,0.000014647787647302612,0
0,29,12,5,0.000014648273030867845,0
0,29,12,5,0.000014649787829253593,0
0,29,12,5,0.000014652640965924926,0
0,29,12,5,0.000014652870917394764,0
0,29,12,5,0.00001465306546560325,0
0,29,12,5,0.000014653550849168483,0
0,29,12,5,0.000014655065647554229,0
0,29,12,5,0.000014657918784225563,0
0,29,12,5,0.00001465794812729625,0
12,29,12,5,0.000014724699948764398,0
12,29,12,5,0.000014725187535280759,0
12,29,12,5,0.000014726709208697001,0
12,29,12,5,0.00001472957529455141,0
12,29,12,5,0.000014729604770797912,0
12,29,12,5,0.000014729830206554303,0
12,29,12,5,0.000014730317793070665,0
12,29,12,5,0.000014731839466486906,0
12,29,12,5,0.000014734705552341315,0
12,29,12,5,0.000014734735028587818,0
12,29,12,5,0.000014734930327454244,0
12,29,12,5,0.000014735417913970606,0
12,29,12,5,0.000014736939587386848,0
12,29,12,5,0.000014739805673241256,0
12,29,12,5,0.000014739835149487759,0
12,29,12,5,0.000014740030448354187,0
12,29,12,5,0.000014740467330111171,0
12,29,12,5,0.000014741989003527413,0
12,29,12,5,0.000014744855089381824,0
12,29,12,5,0.000014744884565628324,0
12,29,12,5,0.00001474507986449475,0
12,29,12,5,0.000014745419412685463,0
12,29,12,5,0.000014746941086101707,0
12,29,12,5,0.000014749807171956114,0
12,29,12,5,0.000014749836648202618,0
12,29,12,5,0.000014750031947069045,0
12,29,12,5,0.00001475032654989463,0
12,29,12,5,0.000014751848223310873,0
12,29,12,5,0.000014754714309165284,0
12,29,12,5,0.000014754743785411784,0
12,29,12,5,0.000014754939084278211,0
12,29,12,5,0.0000147552336871038,0
12,29,12,5,0.000014756993883798787,0
12,29,12,5,0.000014759859969653196,0
12,29,12,5,0.000014759889445899698,0
13,29,12,5,0.000014765642005588704,0
13,29,12,5,0.000014765936719334029,0
13,29,12,5,0.000014767460508543976,0
13,29,12,5,0.000014770327673496976,0
13,29,12,5,0.00001477035716084146,0
13,29,12,5,0.000014770552533239088,0
13,29,12,5,0.000014770847246984412,0
13,29,12,5,0.000014771986863573463,0
13,29,12,5,0.000014774854028526461,0
13,29,12,5,0.000014774883515870947,0
13,29,12,5,0.000014775078888268575,0
13,29,12,5,0.0000147753736020139,0
13,29,12,5,0.00001477651321860295,0
13,29,12,5,0.000014779257264022887,0
13,29,12,5,0.000014779286751367373,0
13,29,12,5,0.000014779482123765,0
13,29,12,5,0.000014779776837510325,0
13,29,12,5,0.000014780916454099376,0
13,29,12,5,0.000014781879781788863,0
13,29,12,5,0.000014781909269133351,0
13,29,12,5,0.000014782104641530975,0
13,29,12,5,0.000014782399355276303,0
13,29,12,5,0.00001478353897186535,0
13,29,12,5,0.000014783892477207406,0
13,29,12,5,0.000014783921964551894,0
13,29,12,5,0.000014784117336949518,0
13,29,12,5,0.000014784412050694845,0
13,29,12,5,0.000014785551667283893,0
13,29,12,5,0.00001478590517262595,0
13,29,12,5,0.000014785933769898063,0
13,29,12,5,0.00001478612914229569,0
13,29,12,5,0.000014786423856041016,0
13,29,12,5,0.000014787563472630064,0
13,29,12,5,0.00001478791697797212,0
13,29,12,5,0.000014788249731064244,0
14,29,12,5,0.000014794010946556888,0
14,29,12,5,0.000014794305771221952,0
14,29,12,5,0.000014795445816722024,0
14,29,12,5,0.000014795799455110876,0
14,29,12,5,0.000014799797973495255,0
25,29,12,5,0.000014861232727060282,0
25,29,12,5,0.00001486152877184247,0
25,29,12,5,0.000014862673535363798,0
25,29,12,5,0.00001486302863726743,0
25,29,12,5,0.000014867043703320063,0
25,29,12,5,0.000014867715236211962,0
25,29,12,5,0.00001486801128099415,0
25,29,12,5,0.000014869156044515479,0
25,29,12,5,0.00001486951114641911,0
25,29,12,5,0.000014873526212471742,0
26,29,12,5,0.000014881641729812883,0
26,29,12,5,0.00001488193788551481,0
26,29,12,5,0.000014883083077947163,0
26,29,12,5,0.000014883438312897592,0
26,29,12,5,0.000014887454883283703,0
26,29,12,5,0.000014889997704404356,0
26,29,12,5,0.000014890277354556983,0
26,29,12,5,0.000014891422546989333,0
26,29,12,5,0.000014891777781939764,0
26,29,12,5,0.000014895794352325874,0
26,29,12,5,0.000014898337173446529,0
26,29,12,5,0.000014898916901782442,0
26,29,12,5,0.000014900062094214795,0
26,29,12,5,0.000014900417329165223,0
26,29,12,5,0.000014904433899551337,0
26,29,12,5,0.00001490697672067199,0
26,29,12,5,0.000014908249497287215,0
26,29,12,5,0.000014909394689719568,0
26,29,12,5,0.000014909749924669996,0
26,29,12,5,0.000014913766495056107,0
26,29,12,5,0.000014916309316176762,0
26,29,12,5,0.000014917582092791985,0
26,29,12,5,0.000014918707525137345,0
26,29,12,5,0.000014919062760087775,0
26,29,12,5,0.000014923079330473886,0
26,29,12,5,0.00001492562215159454,0
26,29,12,5,0.000014926894928209764,0
26,29,12,5,0.000014927409493508224,0
26,29,12,5,0.000014927764728458654,0
26,29,12,5,0.000014931781298844765,0
27,29,12,5,0.00001493991749978563,0
27,29,12,5,0.000014941190753096215,0
27,29,12,5,0.000014941430326013382,0
27,29,12,5,0.000014941785694010608,0
27,29,12,5,0.000014945803768730198,0
27,29,12,5,0.000014948347542218313,0
27,29,12,5,0.000014949620795528899,0
27,29,12,5,0.000014949860368446065,0
27,29,12,5,0.000014950267962899675,0
27,29,12,5,0.000014954286037619264,0
27,29,12,5,0.00001495682981110738,0
27,29,12,5,0.000014958103064417965,0
27,29,12,5,0.000014958342637335132,0
27,29,12,5,0.000014958882366214216,0
27,29,12,5,0.000014962900440933804,0
27,29,12,5,0.000014965444214421921,0
27,29,12,5,0.000014966717467732508,0
27,29,12,5,0.000014966957040649672,0
27,29,12,5,0.000014967579844931097,0
27,29,12,5,0.000014971597919650687,0
27,29,12,5,0.000014974141693138802,0
27,29,12,5,0.00001497541494644939,0
27,29,12,5,0.000014975654519366555,0
27,29,12,5,0.00001497627732364798,0
27,29,12,5,0.000014979753115117364,0
27,29,12,5,0.000014982296888605481,0
27,29,12,5,0.000014983570141916065,0
27,29,12,5,0.000014983809714833232,0
27,29,12,5,0.000014984432519114658,0
27,29,12,5,0.000014986546670582786,0
27,29,12,5,0.000014989090444070903,0
27,29,12,5,0.00001499036369738149,0
27,29,12,5,0.000014990603270298654,0
27,29,12,5,0.00001499122607458008,0
27,29,12,5,0.000014992712642147913,0
38,29,12,5,0.000015056758491365903,0
38,29,12,5,0.000015058036988325467,0
38,29,12,5,0.000015058277547877634,0
38,29,12,5,0.00001505890291705876,0
38,29,12,5,0.000015060395606769325,0
39,29,12,5,0.000015066652281608136,0
39,29,12,5,0.000015067931255263059,0
39,29,12,5,0.000015068171904509318,0
39,29,12,5,0.000015068797506863142,0
39,29,12,5,0.00001507029075313214,0
39,29,12,5,0.00001507048914548804,0
39,29,12,5,0.000015071768119142964,0
39,29,12,5,0.000015072008768389222,0
39,29,12,5,0.000015072634370743046,0
39,29,12,5,0.000015074127617012042,0
39,29,12,5,0.000015074326009367946,0
39,29,12,5,0.000015075699221900968,0
39,29,12,5,0.000015075939871147224,0
39,29,12,5,0.000015076565473501048,0
39,29,12,5,0.000015078058719770046,0
39,29,12,5,0.000015078257112125946,0
39,29,12,5,0.000015079895848517283,0
39,29,12,5,0.00001508013649776354,0
39,29,12,5,0.000015080762100117364,0
39,29,12,5,0.000015082255346386361,0
39,29,12,5,0.000015082453738742261,0
39,29,12,5,0.000015084275743148233,0
39,29,12,5,0.000015084516392394489,0
39,29,12,5,0.000015085141994748313,0
39,29,12,5,0.000015086635241017312,0
39,29,12,5,0.000015086833633373213,0
39,29,12,5,0.000015088655637779184,0
39,29,12,5,0.000015088895498787393,0
39,29,12,5,0.000015089521101141217,0
39,29,12,5,0.000015091014347410213,0
40,29,12,5,0.000015096837492930392,0
40,29,12,5,0.000015098660176428576,0
40,29,12,5,0.000015099290424582816,0
40,29,12,5,0.00001509991626010934,0
40,29,12,5,0.000015101410062936767,0
40,29,12,5,0.000015101608529236892,0
40,29,12,5,0.000015103431212735076,0
40,29,12,5,0.000015105091150076072,0
40,29,12,5,0.000015105716985602596,0
40,29,12,5,0.000015107210788430025,0
40,29,12,5,0.000015107409254730151,0
40,29,12,5,0.000015109231938228334,0
40,29,12,5,0.00001511089187556933,0
40,29,12,5,0.000015111439022920145,0
40,29,12,5,0.00001511293282574757,0
40,29,12,5,0.000015113131292047696,0
40,29,12,5,0.00001511495397554588,0
40,29,12,5,0.000015116613912886878,0
40,29,12,5,0.000015117159069887197,0
40,29,12,5,0.000015118652872714626,0
40,29,12,5,0.00001511885133901475,0
40,29,12,5,0.000015120674022512934,0
40,29,12,5,0.00001512233395985393,0
40,29,12,5,0.000015122955493714528,0
40,29,12,5,0.000015124449296541955,0
40,29,12,5,0.000015124647762842081,0
40,29,12,5,0.000015126470446340264,0
40,29,12,5,0.000015128130383681262,0
40,29,12,5,0.000015128751917541858,0
40,29,12,5,0.000015130480938157816,0
40,29,12,5,0.00001513067940445794,0
40,29,12,5,0.000015132502087956125,0
40,29,12,5,0.000015134162025297123,0
40,29,12,5,0.000015134783559157719,0
40,29,12,5,0.000015135679930024558,0
40,29,12,5,0.000015135878396324683,0
40,29,12,5,0.000015137701079822867,0
40,29,12,5,0.000015139361017163863,0
40,29,12,5,0.000015139982551024461,0
40,29,12,5,0.000015140383803839629,0
52,29,12,5,0.000015208279848740968,0
52,29,12,5,0.0000152101106813457,0
52,29,12,5,0.00001521177804016512,0
52,29,12,5,0.00001521240235286563,0
52,29,12,5,0.000015212805399657615,0
52,29,12,5,0.000015213031102302081,0
52,29,12,5,0.000015214861934906814,0
52,29,12,5,0.000015216529293726234,0
52,29,12,5,0.000015217153606426746,0
52,29,12,5,0.000015217556653218732,0
52,29,12,5,0.000015217799852192104,0
52,29,12,5,0.000015219630684796837,0
52,29,12,5,0.000015221298043616258,0
52,29,12,5,0.00001522192235631677,0
52,29,12,5,0.000015222325403108755,0
52,29,12,5,0.000015222568602082128,0
52,29,12,5,0.000015224423395029101,0
52,29,12,5,0.000015226090753848522,0
52,29,12,5,0.000015226715066549035,0
52,29,12,5,0.000015227118113341017,0
52,29,12,5,0.000015227361312314393,0
52,29,12,5,0.00001522869847942881,0
52,29,12,5,0.000015230365838248231,0
52,29,12,5,0.000015230990150948743,0
52,29,12,5,0.000015231393197740728,0
53,29,12,5,0.00001523728611347846,0
53,29,12,5,0.000015238237761501795,0
53,29,12,5,0.00001523990573877775,0
53,29,12,5,0.000015240530283048254,0
53,29,12,5,0.000015240933479338308,0
54,29,12,5,0.0000152468279278696,0
54,29,12,5,0.000015247779928747224,0
54,29,12,5,0.000015249445382175413,0
54,29,12,5,0.000015250070158015908,0
54,29,12,5,0.000015250473503804028,0
54,29,12,5,0.000015250716883192072,0
54,29,12,5,0.0000152516688840697,0
54,29,12,5,0.000015251942491618599,0
54,29,12,5,0.000015252567267459096,0
54,29,12,5,0.000015252970613247218,0
54,29,12,5,0.00001525321399263526,0
54,29,12,5,0.000015254165993512885,0
54,29,12,5,0.00001525421105663492,0
54,29,12,5,0.000015254835832475418,0
54,29,12,5,0.000015255239178263538,0
54,29,12,5,0.000015255482557651582,0
54,29,12,5,0.000015256434558529207,0
54,29,12,5,0.00001525647962165124,0
54,29,12,5,0.000015257108418151579,0
54,29,12,5,0.0000152575117639397,0
54,29,12,5,0.000015257755143327741,0
54,29,12,5,0.000015258707144205368,0
54,29,12,5,0.000015258752207327403,0
54,29,12,5,0.000015260050664065594,0
54,29,12,5,0.000015260454009853712,0
54,29,12,5,0.000015260697389241756,0
54,29,12,5,0.00001526164939011938,0
54,29,12,5,0.000015261694453241415,0
54,29,12,5,0.000015264359203597383,0
54,29,12,5,0.000015264762549385505,0
55,29,12,5,0.000015270663825707854,0
55,29,12,5,0.000015271616179439774,0
55,29,12,5,0.000015271661259264227,0
55,29,12,5,0.00001527432699729638,0
55,29,12,5,0.000015274730871544434,0
56,29,12,5,0.00001528063383515283,0
56,29,12,5,0.00001528158654173904,0
56,29,12,5,0.00001528163163826591,0
56,29,12,5,0.000015284298363974252,0
56,29,12,5,0.000015285014467178994,0
56,29,12,5,0.000015285258026981705,0
56,29,12,5,0.000015286210733567914,0
56,29,12,5,0.000015286255830094782,0
56,29,12,5,0.000015288922555803127,0
56,29,12,5,0.000015290191771375924,0
7,30,12,5,0.00001535272767114751,0
7,30,12,5,0.00001535368425913092,0
7,30,12,5,0.000015353729539384378,0
7,30,12,5,0.000015356407129530796,0
7,30,12,5,0.00001535768151598185,0
7,30,12,5,0.00001535834362087816,0
7,30,12,5,0.000015359300208861574,0
7,30,12,5,0.000015359345489115035,0
7,30,12,5,0.00001536202307926145,0
7,30,12,5,0.000015363297465712505,0
8,30,12,5,0.00001537078793352767,0
8,30,12,5,0.000015371744874365373,0
8,30,12,5,0.00001537179017132125,0
8,30,12,5,0.000015374468749143852,0
8,30,12,5,0.00001537574360567475,0
8,30,12,5,0.00001537756705118608,0
8,30,12,5,0.00001537850821476564,0
8,30,12,5,0.00001537855351172152,0
8,30,12,5,0.00001538123208954412,0
8,30,12,5,0.00001538250694607502,0
8,30,12,5,0.000015384330391586347,0
8,30,12,5,0.000015385616263459062,0
8,30,12,5,0.00001538566156041494,0
8,30,12,5,0.000015388340138237538,0
8,30,12,5,0.00001538961499476844,0
8,30,12,5,0.000015391438440279764,0
8,30,12,5,0.000015393224716631374,0
8,30,12,5,0.00001539327001358725,0
8,30,12,5,0.000015395948591409853,0
8,30,12,5,0.000015397223447940752,0
8,30,12,5,0.00001539904689345208,0
8,30,12,5,0.000015400833169803686,0
8,30,12,5,0.000015400878805278024,0
8,30,12,5,0.000015403557383100627,0
8,30,12,5,0.000015404832239631526,0
9,30,12,5,0.000015412336605380736,0
9,30,12,5,0.000015414123540388818,0
9,30,12,5,0.00001541434134314372,0
9,30,12,5,0.000015417020908642512,0
9,30,12,5,0.000015418296235253254,0
10,30,12,5,0.000015425804142419945,0
10,30,12,5,0.000015427591736084496,0
10,30,12,5,0.000015428623456368273,0
10,30,12,5,0.000015431304009543253,0
10,30,12,5,0.000015432579806233835,0
10,30,12,5,0.00001543440459646899,0
10,30,12,5,0.00001543619219013354,0
10,30,12,5,0.000015437223910417315,0
10,30,12,5,0.000015440225759465756,0
10,30,12,5,0.000015441501556156338,0
10,30,12,5,0.000015443326346391494,0
10,30,12,5,0.000015445113940056045,0
10,30,12,5,0.000015446145660339822,0
10,30,12,5,0.000015447184843585374,0
10,30,12,5,0.00001544846064027596,0
10,30,12,5,0.00001545028543051111,0
10,30,12,5,0.000015452073024175662,0
10,30,12,5,0.00001545310474445944,0
10,30,12,5,0.00001545342592624132,0
10,30,12,5,0.000015454701722931903,0
11,30,12,5,0.00001546222162242025,0
11,30,12,5,0.000015464009874741273,0
11,30,12,5,0.000015465041975172536,0
11,30,12,5,0.000015465363275297005,0
11,30,12,5,0.00001546665107575366,0
11,30,12,5,0.000015468476538350733,0
11,30,12,5,0.000015470264790671756,0
11,30,12,5,0.000015471296891103022,0
11,30,12,5,0.000015471618191227485,0
11,30,12,5,0.000015472953186831582,0
11,30,12,5,0.00001547477864942865,0
11,30,12,5,0.000015476566901749677,0
11,30,12,5,0.000015477599002180943,0
11,30,12,5,0.000015477920302305406,0
11,30,12,5,0.000015479291014199865,0
22,30,12,5,0.000015543845881948243,0
22,30,12,5,0.000015545641379490457,0
22,30,12,5,0.000015546677661544097,0
22,30,12,5,0.000015547000263437023,0
22,30,12,5,0.000015548376528860338,0
22,30,12,5,0.000015549506760225694,0
22,30,12,5,0.000015551302257767908,0
22,30,12,5,0.000015552338539821545,0
22,30,12,5,0.000015552661141714475,0
22,30,12,5,0.000015554037407137786,0
22,30,12,5,0.000015554729033921286,0
22,30,12,5,0.0000155565245314635,0
22,30,12,5,0.000015557560813517136,0
22,30,12,5,0.000015557883415410066,0
22,30,12,5,0.000015559259680833377,0
23,30,12,5,0.000015565659286819962,0
23,30,12,5,0.000015567272614497313,0
23,30,12,5,0.00001556830927669844,0
23,30,12,5,0.000015568631996933954,0
23,30,12,5,0.000015570008767223528,0
23,30,12,5,0.000015570700647721914,0
23,30,12,5,0.000015572713640664794,0
23,30,12,5,0.00001557375030286592,0
23,30,12,5,0.00001557407302310143,0
23,30,12,5,0.000015575449793391005,0
23,30,12,5,0.00001557614167388939,0
23,30,12,5,0.000015578938381421933,0
23,30,12,5,0.00001557997504362306,0
23,30,12,5,0.000015580297763858573,0
23,30,12,5,0.000015581674534148144,0
23,30,12,5,0.000015582366414646533,0
23,30,12,5,0.00001558516312217907,0
23,30,12,5,0.000015586098366907714,0
23,30,12,5,0.00001558642108714323,0
23,30,12,5,0.0000155877978574328,0
24,30,12,5,0.000015594206089136882,0
24,30,12,5,0.000015597003822231407,0
24,30,12,5,0.0000155980557917997,0
24,30,12,5,0.000015598378630377802,0
24,30,12,5,0.000015599755905533633,0
24,30,12,5,0.000015600448039746908,0
24,30,12,5,0.00001560324577284143,0
24,30,12,5,0.000015604556582281845,0
24,30,12,5,0.000015604879420859944,0
24,30,12,5,0.000015606256696015778,0
24,30,12,5,0.000015606948830229053,0
24,30,12,5,0.000015609746563323578,0
24,30,12,5,0.00001561105737276399,0
24,30,12,5,0.00001561138600325052,0
24,30,12,5,0.00001561276327840635,0
24,30,12,5,0.000015613455412619624,0
24,30,12,5,0.00001561625314571415,0
24,30,12,5,0.000015617563955154565,0
24,30,12,5,0.000015617804134023932,0
24,30,12,5,0.000015619181409179766,0
24,30,12,5,0.000015619873543393037,0
24,30,12,5,0.000015622671276487566,0
24,30,12,5,0.000015623982085927978,0
24,30,12,5,0.0000156241545577614,0
24,30,12,5,0.00001562553183291723,0
24,30,12,5,0.000015626223967130506,0
24,30,12,5,0.00001562902170022503,0
24,30,12,5,0.000015630332509665446,0
24,30,12,5,0.00001563050498149887,0
24,30,12,5,0.00001563183963176879,0
25,30,12,5,0.000015638262166189533,0
25,30,12,5,0.00001564106092484604,0
25,30,12,5,0.00001564237221478845,0
25,30,12,5,0.000015642544749844687,0
25,30,12,5,0.0000156433364265116,0
25,30,12,5,0.00001564402881443976,0
25,30,12,5,0.00001564682757309627,0
25,30,12,5,0.00001564813886303868,0
25,30,12,5,0.000015648311398094915,0
25,30,12,5,0.000015648795939058928,0
36,30,12,5,0.000015712661719640184,0
36,30,12,5,0.000015715471759478526,0
36,30,12,5,0.00001571678833494287,0
36,30,12,5,0.000015716961565450046,0
36,30,12,5,0.000015717448059492332,0
36,30,12,5,0.000015718718446015998,0
36,30,12,5,0.00001572152848585434,0
36,30,12,5,0.000015722845061318688,0
36,30,12,5,0.000015723018291825864,0
36,30,12,5,0.000015723504785868146,0
36,30,12,5,0.000015725307740104764,0
36,30,12,5,0.000015728117779943106,0
36,30,12,5,0.000015729434355407454,0
36,30,12,5,0.00001572960758591463,0
36,30,12,5,0.000015730094079956912,0
36,30,12,5,0.000015731897034193527,0
36,30,12,5,0.00001573507801435207,0
36,30,12,5,0.000015736394589816418,0
36,30,12,5,0.000015736567820323594,0
36,30,12,5,0.000015737054314365876,0
36,30,12,5,0.000015738857268602494,0
36,30,12,5,0.000015740980957064657,0
36,30,12,5,0.000015742297532529003,0
36,30,12,5,0.000015742470763036178,0
36,30,12,5,0.000015742957257078464,0
37,30,12,5,0.000015750506474165928,0
37,30,12,5,0.000015751759847242058,0
37,30,12,5,0.000015753076903208397,0
37,30,12,5,0.000015753250196938386,0
37,30,12,5,0.000015753736868533245,0
37,30,12,5,0.000015755540480782353,0
37,30,12,5,0.000015756793853858483,0
37,30,12,5,0.00001575824638405626,0
37,30,12,5,0.00001575841967778625,0
37,30,12,5,0.000015758906349381106,0
37,30,12,5,0.000015760709961630218,0
37,30,12,5,0.000015761963334706348,0
37,30,12,5,0.000015762635758076327,0
37,30,12,5,0.000015762809051806316,0
37,30,12,5,0.000015763295723401172,0
37,30,12,5,0.000015765099335650283,0
37,30,12,5,0.000015766352708726413,0
37,30,12,5,0.00001576663495613251,0
37,30,12,5,0.0000157668082498625,0
37,30,12,5,0.000015767294921457356,0
38,30,12,5,0.000015774851579504973,0
38,30,12,5,0.000015776105409849648,0
38,30,12,5,0.00001577638776022817,0
38,30,12,5,0.000015776565866826954,0
38,30,12,5,0.000015777052715974376,0
38,30,12,5,0.000015778856986235984,0
38,30,12,5,0.000015780110816580658,0
38,30,12,5,0.00001578039316695918,0
38,30,12,5,0.00001578108810629832,0
38,30,12,5,0.000015781574955445745,0
38,30,12,5,0.000015783379225707353,0
38,30,12,5,0.000015784633056052024,0
38,30,12,5,0.000015784915406430545,0
38,30,12,5,0.000015787553705952958,0
38,30,12,5,0.000015788040555100384,0
38,30,12,5,0.000015789844825361988,0
38,30,12,5,0.000015791098655706663,0
38,30,12,5,0.000015791381006085184,0
38,30,12,5,0.000015794019305607597,0
38,30,12,5,0.000015794472945000513,0
38,30,12,5,0.000015796277215262118,0
38,30,12,5,0.000015797531045606792,0
38,30,12,5,0.00001579781339598531,0
38,30,12,5,0.000015800451695507723,0
38,30,12,5,0.000015801409756939798,0
38,30,12,5,0.000015803214027201402,0
38,30,12,5,0.000015804467857546077,0
38,30,12,5,0.000015804750207924594,0
38,30,12,5,0.00001580738850744701,0
38,30,12,5,0.00001580956023416163,0
49,30,12,5,0.00001587479853542223,0
49,30,12,5,0.000015876057395720875,0
49,30,12,5,0.000015876340878796024,0
49,30,12,5,0.00001587898976230631,0
49,30,12,5,0.000015881170201272526,0
49,30,12,5,0.000015881709462240423,0
49,30,12,5,0.000015882968322539073,0
49,30,12,5,0.000015883251805614222,0
49,30,12,5,0.000015885900689124508,0
49,30,12,5,0.000015888081128090724,0
50,30,12,5,0.00001589401220546498,0
50,30,12,5,0.00001589527152303217,0
50,30,12,5,0.00001589555510907974,0
50,30,12,5,0.00001589820495477074,0
50,30,12,5,0.000015900386185759827,0
50,30,12,5,0.000015900546074929182,0
50,30,12,5,0.00001590162771340553,0
50,30,12,5,0.0000159019112994531,0
50,30,12,5,0.0000159045611451441,0
50,30,12,5,0.000015906742376133186,0
52,30,12,5,0.000015918454118799492,0
52,30,12,5,0.000015919246986981775,0
52,30,12,5,0.00001591953077897419,0
52,30,12,5,0.00001592218254902662,0
52,30,12,5,0.000015924365364061453,0
53,30,12,5,0.000015930303499014523,0
53,30,12,5,0.000015930979522163943,0
53,30,12,5,0.000015931263417128778,0
53,30,12,5,0.000015933916149361925,0
53,30,12,5,0.000015936099756419628,0
53,30,12,5,0.000015936259819760194,0
53,30,12,5,0.000015936935842909613,0
53,30,12,5,0.000015937219108188644,0
53,30,12,5,0.00001593987184042179,0
53,30,12,5,0.000015942055447479494,0
53,30,12,5,0.00001594221551082006,0
53,30,12,5,0.00001594289153396948,0
53,30,12,5,0.000015943624006957627,0
53,30,12,5,0.000015946276739190774,0
53,30,12,5,0.000015948460346248477,0
53,30,12,5,0.00001594862040958904,0
53,30,12,5,0.000015949296432738462,0
53,30,12,5,0.000015951194413025145,0
53,30,12,5,0.00001595384714525829,0
53,30,12,5,0.000015956030752315995,0
54,30,12,5,0.000015961978334994846,0
54,30,12,5,0.000015962654603346718,0
54,30,12,5,0.0000159645532720557,0
54,30,12,5,0.000015967232761126974,0
54,30,12,5,0.000015969417160207547,0
54,30,12,5,0.000015969577281605184,0
54,30,12,5,0.000015970253549957053,0
54,30,12,5,0.00001597215221866604,0
54,30,12,5,0.000015974502500339997,0
54,30,12,5,0.000015976686899420574,0
55,30,12,5,0.000015982639931268106,0
55,30,12,5,0.000015983316444822422,0
55,30,12,5,0.00001598521580195371,0
55,30,12,5,0.000015987258787204768,0
55,30,12,5,0.00001598944397830821,0
55,30,12,5,0.000015989604157762913,0
55,30,12,5,0.000015990280671317233,0
55,30,12,5,0.00001599218002844852,0
55,30,12,5,0.000015994223013699575,0
55,30,12,5,0.000015996328915373095,0
55,30,12,5,0.000015996489094827797,0
55,30,12,5,0.000015997165608382117,0
55,30,12,5,0.000015999064965513404,0
55,30,12,5,0.00001600110795076446,0
55,30,12,5,0.00001600339241028395,0
55,30,12,5,0.000016003552589738652,0
55,30,12,5,0.000016004229103292972,0
55,30,12,5,0.000016006128460424256,0
55,30,12,5,0.000016008171445675314,0
55,30,12,5,0.000016010742892785544,0
6,31,12,5,0.000016074736739835326,0
6,31,12,5,0.000016075415950616576,0
6,31,12,5,0.000016077322880393184,0
6,31,12,5,0.000016079374010927954,0
6,31,12,5,0.000016081955710273853,0
6,31,12,5,0.000016082104021454956,0
6,31,12,5,0.000016082783232236205,0
6,31,12,5,0.000016084690162012813,0
6,31,12,5,0.000016086741292547584,0
6,31,12,5,0.000016089322991893483,0
7,31,12,5,0.00001609526998590375,0
7,31,12,5,0.000016095949441887446,0
7,31,12,5,0.000016097857060086355,0
7,31,12,5,0.000016099908931101462,0
7,31,12,5,0.00001610249156246879,0
7,31,12,5,0.000016102630136626387,0
7,31,12,5,0.00001610332348015191,0
7,31,12,5,0.00001610523109835082,0
7,31,12,5,0.000016107282969365926,0
7,31,12,5,0.000016109865600733253,0
7,31,12,5,0.00001611000417489085,0
7,31,12,5,0.00001611058536352186,0
7,31,12,5,0.00001611249298172077,0
7,31,12,5,0.000016114544852735878,0
7,31,12,5,0.0000161171274841032,0
7,31,12,5,0.0000161172660582608,0
7,31,12,5,0.00001611774366872152,0
7,31,12,5,0.00001611965128692043,0
7,31,12,5,0.000016121703157935537,0
7,31,12,5,0.00001612428578930286,0
7,31,12,5,0.000016124424363460462,0
7,31,12,5,0.00001612490197392118,0
7,31,12,5,0.00001612655657244561,0
7,31,12,5,0.000016128608443460713,0
7,31,12,5,0.00001613119107482804,0
7,31,12,5,0.000016131329648985638,0
7,31,12,5,0.000016131807259446357,0
7,31,12,5,0.000016133546286987173,0
7,31,12,5,0.00001613559815800228,0
7,31,12,5,0.000016138180789369603,0
8,31,12,5,0.000016144143369071602,0
8,31,12,5,0.000016144621151892647,0
8,31,12,5,0.00001614672900584449,0
8,31,12,5,0.000016148781617339928,0
8,31,12,5,0.00001615136518072868,0
8,31,12,5,0.000016151503804894994,0
8,31,12,5,0.00001615198158771604,0
8,31,12,5,0.00001615408944166788,0
8,31,12,5,0.000016155991181671665,0
8,31,12,5,0.000016158574745060413,0
8,31,12,5,0.00001615871336922673,0
8,31,12,5,0.000016159191152047776,0
8,31,12,5,0.000016161299005999617,0
8,31,12,5,0.00001616337296074392,0
8,31,12,5,0.00001616595652413267,0
8,31,12,5,0.000016166095148298983,0
8,31,12,5,0.00001616657293112003,0
8,31,12,5,0.00001616868078507187,0
8,31,12,5,0.000016171121388994473,0
